0;0;0;0;land;false;unknown;0
1;7;8;25;land;false;unknown;0
2;35;23;4;land;false;unknown;0
3;12;67;14;land;false;unknown;0
4;23;55;15;land;false;unknown;0
5;39;54;3;land;false;unknown;0
6;46;28;18;land;false;unknown;0
7;27;18;34;land;false;unknown;0
8;20;23;50;land;false;unknown;0
9;17;44;9;land;false;unknown;0
10;15;43;27;land;false;unknown;0
11;59;11;22;land;false;unknown;0
12;3;5;26;land;false;unknown;0
13;69;22;1;land;false;unknown;0
14;83;1;15;land;false;unknown;0
15;0;75;3;land;false;unknown;0
16;25;10;40;land;false;unknown;0
17;17;0;81;land;false;unknown;0
18;23;16;46;land;false;unknown;0
19;16;28;51;land;false;unknown;0
20;19;34;13;land;false;unknown;0
21;247;223;216;land;false;unknown;0
22;45;4;26;land;false;unknown;0
23;246;213;49;land;false;unknown;0
24;4;37;11;land;false;unknown;0
25;248;151;232;land;false;unknown;0
26;42;35;18;land;false;unknown;0
27;40;32;12;land;false;unknown;0
28;25;46;10;land;false;unknown;0
29;230;238;130;land;false;unknown;0
30;222;141;227;land;false;unknown;0
31;146;226;139;land;false;unknown;0
32;249;135;160;land;false;unknown;0
33;91;231;192;land;false;unknown;0
34;104;240;179;land;false;unknown;0
35;231;177;235;land;false;unknown;0
36;96;192;214;land;false;unknown;0
37;198;222;215;land;false;unknown;0
38;241;87;220;land;false;unknown;0
39;194;157;230;land;false;unknown;0
40;95;243;177;land;false;unknown;0
41;136;193;194;land;false;unknown;0
42;225;234;122;land;false;unknown;0
43;95;240;172;land;false;unknown;0
44;158;154;196;land;false;unknown;0
45;223;145;203;land;false;unknown;0
46;151;253;147;land;false;unknown;0
47;218;139;231;land;false;unknown;0
48;179;248;199;land;false;unknown;0
49;67;254;207;land;false;unknown;0
50;162;252;151;land;false;unknown;0
51;230;235;102;land;false;unknown;0
52;202;237;233;land;false;unknown;0
53;203;196;232;land;false;unknown;0
54;252;170;121;land;false;unknown;0
55;101;254;251;land;false;unknown;0
56;197;185;127;land;false;unknown;0
57;139;202;172;land;false;unknown;0
58;144;203;200;land;false;unknown;0
59;202;100;241;land;false;unknown;0
60;162;147;213;land;false;unknown;0
61;217;237;249;land;false;unknown;0
62;230;228;132;land;false;unknown;0
63;235;172;123;land;false;unknown;0
64;232;179;166;land;false;unknown;0
65;226;171;189;land;false;unknown;0
66;210;66;235;land;false;unknown;0
67;235;241;97;land;false;unknown;0
68;209;181;221;land;false;unknown;0
69;252;177;110;land;false;unknown;0
70;216;77;236;land;false;unknown;0
71;217;232;228;land;false;unknown;0
72;53;7;33;land;false;unknown;0
73;203;226;92;land;false;unknown;0
74;51;8;29;land;false;unknown;0
75;98;237;167;land;false;unknown;0
76;254;244;119;land;false;unknown;0
77;237;194;101;land;false;unknown;0
78;206;98;212;land;false;unknown;0
79;249;95;233;land;false;unknown;0
80;192;127;234;land;false;unknown;0
81;235;104;246;land;false;unknown;0
82;244;227;169;land;false;unknown;0
83;157;231;190;land;false;unknown;0
84;210;237;232;land;false;unknown;0
85;246;212;51;land;false;unknown;0
86;231;163;170;land;false;unknown;0
87;192;219;125;land;false;unknown;0
88;27;9;12;land;false;unknown;0
89;51;42;0;land;false;unknown;0
90;16;9;0;land;false;unknown;0
91;161;193;241;land;false;unknown;0
92;185;250;82;land;false;unknown;0
93;191;150;249;land;false;unknown;0
94;246;209;56;land;false;unknown;0
95;151;152;204;land;false;unknown;0
96;142;116;251;land;false;unknown;0
97;146;209;163;land;false;unknown;0
98;177;124;252;land;false;unknown;0
99;0;8;69;land;false;unknown;0
100;7;50;16;land;false;unknown;0
101;28;16;10;land;false;unknown;0
102;4;4;4;land;false;unknown;0
103;24;1;1;land;false;unknown;0
104;1;22;18;land;false;unknown;0
105;1;39;31;land;false;unknown;0
106;59;16;20;land;false;unknown;0
107;2;4;17;land;false;unknown;0
108;26;26;0;land;false;unknown;0
109;0;34;43;land;false;unknown;0
110;53;19;4;land;false;unknown;0
111;23;49;10;land;false;unknown;0
112;202;196;230;land;false;unknown;0
113;10;41;35;land;false;unknown;0
114;250;139;143;land;false;unknown;0
115;103;233;250;land;false;unknown;0
116;64;251;216;land;false;unknown;0
117;51;234;234;land;false;unknown;0
118;216;250;60;land;false;unknown;0
119;214;224;238;land;false;unknown;0
120;36;22;5;land;false;unknown;0
121;43;8;7;land;false;unknown;0
122;223;163;202;land;false;unknown;0
123;149;180;236;land;false;unknown;0
124;45;42;0;land;false;unknown;0
125;221;140;150;land;false;unknown;0
126;2;64;16;land;false;unknown;0
127;29;21;40;land;false;unknown;0
128;145;165;252;land;false;unknown;0
129;45;219;246;land;false;unknown;0
130;242;142;145;land;false;unknown;0
131;162;137;204;land;false;unknown;0
132;126;242;136;land;false;unknown;0
133;222;118;232;land;false;unknown;0
134;39;22;27;land;false;unknown;0
135;18;43;14;land;false;unknown;0
136;190;247;112;land;false;unknown;0
137;99;240;197;land;false;unknown;0
138;14;19;42;land;false;unknown;0
139;83;235;192;land;false;unknown;0
140;217;116;242;land;false;unknown;0
141;165;228;113;land;false;unknown;0
142;254;179;250;land;false;unknown;0
143;232;182;94;land;false;unknown;0
144;191;212;174;land;false;unknown;0
145;214;248;125;land;false;unknown;0
146;173;152;191;land;false;unknown;0
147;2;36;22;land;false;unknown;0
148;17;9;52;land;false;unknown;0
149;250;184;131;land;false;unknown;0
150;198;211;123;land;false;unknown;0
151;71;15;9;land;false;unknown;0
152;56;11;18;land;false;unknown;0
153;191;114;212;land;false;unknown;0
154;233;234;90;land;false;unknown;0
155;248;150;221;land;false;unknown;0
156;102;242;181;land;false;unknown;0
157;101;164;239;land;false;unknown;0
158;223;152;170;land;false;unknown;0
159;82;251;171;land;false;unknown;0
160;54;21;17;land;false;unknown;0
161;26;27;38;land;false;unknown;0
162;2;38;10;land;false;unknown;0
163;108;155;246;land;false;unknown;0
164;239;192;179;land;false;unknown;0
165;223;203;202;land;false;unknown;0
166;222;83;246;land;false;unknown;0
167;59;15;11;land;false;unknown;0
168;28;9;12;land;false;unknown;0
169;138;155;217;land;false;unknown;0
170;62;13;16;land;false;unknown;0
171;106;206;189;land;false;unknown;0
172;18;22;41;land;false;unknown;0
173;168;115;247;land;false;unknown;0
174;157;251;118;land;false;unknown;0
175;53;27;11;land;false;unknown;0
176;162;227;203;land;false;unknown;0
177;248;100;175;land;false;unknown;0
178;5;14;33;land;false;unknown;0
179;174;210;171;land;false;unknown;0
180;92;214;210;land;false;unknown;0
181;190;128;196;land;false;unknown;0
182;205;156;162;land;false;unknown;0
183;23;37;34;land;false;unknown;0
184;20;9;26;land;false;unknown;0
185;236;234;245;land;false;unknown;0
186;230;230;54;land;false;unknown;0
187;153;202;169;land;false;unknown;0
188;48;10;20;land;false;unknown;0
189;3;29;39;land;false;unknown;0
190;13;23;24;land;false;unknown;0
191;221;234;109;land;false;unknown;0
192;129;161;246;land;false;unknown;0
193;171;225;254;land;false;unknown;0
194;59;227;235;land;false;unknown;0
195;26;0;40;land;false;unknown;0
196;5;8;69;land;false;unknown;0
197;244;226;192;land;false;unknown;0
198;152;181;208;land;false;unknown;0
199;6;10;75;land;false;unknown;0
200;235;82;251;land;false;unknown;0
201;244;115;237;land;false;unknown;0
202;173;231;191;land;false;unknown;0
203;211;243;89;land;false;unknown;0
204;38;7;4;land;false;unknown;0
205;10;20;44;land;false;unknown;0
206;138;205;219;land;false;unknown;0
