1;arms_factory;2946.00;11.63;1364.00;0.45;0
1;arms_factory;2948.00;10.05;1356.00;3.47;0
1;arms_factory;2948.00;10.38;1357.00;6.13;0
1;arms_factory;2950.00;11.20;1370.00;2.51;0
1;arms_factory;2945.00;12.03;1368.00;4.07;0
1;arms_factory;2945.00;11.88;1369.00;1.91;0
1;industrial_complex;2950.00;12.05;1361.00;3.12;0
1;industrial_complex;2950.00;12.05;1361.00;0.96;0
1;industrial_complex;2950.00;12.40;1364.00;3.98;0
1;industrial_complex;2944.00;9.50;1357.00;0.36;0
1;industrial_complex;2945.00;9.60;1357.00;3.02;0
1;industrial_complex;2948.00;10.82;1371.00;5.69;0
1;air_base;2948.38;11.60;1359.45;0.15;0
1;naval_base;2954.00;9.70;1370.00;0.98;5579
1;naval_base;2942.00;9.50;1371.00;-2.60;5555
1;naval_base;2944.00;9.50;1360.00;-0.79;5579
1;bunker;2946.00;11.63;1364.00;5.69;0
1;bunker;2945.00;10.03;1361.00;2.07;0
1;bunker;2953.00;10.15;1364.00;6.20;0
1;coastal_bunker;2953.00;9.78;1372.00;0.98;0
1;coastal_bunker;2941.00;9.50;1360.00;-0.79;0
1;coastal_bunker;2940.00;9.50;1368.00;-1.19;0
1;dockyard;2953.00;9.50;1375.00;-3.00;0
1;anti_air_building;2952.00;10.80;1364.00;6.20;0
1;anti_air_building;2952.00;10.80;1364.00;2.59;0
1;anti_air_building;2943.00;10.30;1365.00;0.43;0
1;synthetic_refinery;2946.00;9.73;1358.00;1.63;0
1;nuclear_reactor;2948.00;10.82;1371.00;1.03;0
4;arms_factory;3050.00;14.13;1473.00;3.12;0
4;arms_factory;3058.00;10.05;1492.00;0.96;0
4;arms_factory;3040.00;13.23;1452.00;3.98;0
4;arms_factory;3063.00;9.90;1490.00;0.36;0
4;arms_factory;3055.00;12.23;1484.00;3.02;0
4;arms_factory;3060.00;10.98;1476.00;5.69;0
4;air_base;3048.72;13.70;1469.71;1.22;0
4;bunker;3063.00;10.40;1486.00;1.98;0
4;bunker;3051.00;10.80;1453.00;3.19;0
4;bunker;3042.00;13.10;1461.00;6.20;0
4;bunker;3048.00;11.30;1484.00;2.59;0
4;bunker;3047.00;12.15;1463.00;0.43;0
4;bunker;3044.00;14.35;1467.00;1.63;0
4;bunker;3064.00;9.98;1492.00;4.65;0
4;bunker;3053.58;14.00;1474.62;3.13;0
4;bunker;3062.00;10.85;1479.00;1.54;0
4;bunker;3054.00;10.35;1492.00;3.10;0
4;synthetic_refinery;3053.00;10.60;1492.00;0.08;0
4;nuclear_reactor;3044.00;12.55;1461.00;0.59;0
6;industrial_complex;2861.00;10.00;1533.00;5.69;0
6;industrial_complex;2870.00;9.70;1536.00;2.07;0
6;industrial_complex;2859.00;10.07;1538.00;6.20;0
6;industrial_complex;2881.00;9.70;1544.00;1.48;0
6;industrial_complex;2887.00;10.05;1540.00;4.14;0
6;industrial_complex;2872.00;9.70;1537.00;1.98;0
6;air_base;2866.79;10.20;1538.68;3.99;0
6;naval_base;2871.33;9.50;1543.73;-2.65;8621
6;naval_base;2847.73;9.50;1540.77;-2.68;8621
6;naval_base;2853.21;9.30;1542.71;-2.66;8621
6;bunker;2873.00;9.80;1533.00;1.63;0
6;bunker;2862.15;10.10;1539.29;4.65;0
6;bunker;2873.00;9.60;1542.00;1.03;0
6;bunker;2881.00;9.70;1540.00;3.69;0
6;bunker;2853.00;9.70;1535.00;1.54;0
6;bunker;2885.00;9.93;1535.00;3.10;0
6;bunker;2888.00;10.05;1540.00;2.14;0
6;coastal_bunker;2854.29;9.40;1541.74;-2.66;0
6;coastal_bunker;2851.00;9.50;1542.00;-2.68;0
6;coastal_bunker;2873.00;9.55;1544.00;-2.55;0
6;dockyard;2855.28;9.60;1543.28;-2.66;0
6;anti_air_building;2890.00;9.90;1539.00;2.15;0
6;anti_air_building;2864.00;9.88;1533.00;4.81;0
6;anti_air_building;2870.00;9.70;1540.00;2.65;0
6;synthetic_refinery;2849.00;9.68;1537.00;0.50;0
6;nuclear_reactor;2866.00;9.80;1534.00;4.72;0
8;arms_factory;2898.00;10.95;1510.00;1.47;0
8;arms_factory;2897.00;11.38;1512.00;4.13;0
8;arms_factory;2897.00;11.50;1513.00;5.69;0
8;arms_factory;2903.00;10.85;1511.00;2.07;0
8;arms_factory;2905.00;10.82;1512.00;6.20;0
8;arms_factory;2899.00;11.40;1514.00;1.48;0
8;industrial_complex;2903.00;10.88;1512.00;4.14;0
8;industrial_complex;2897.00;11.60;1514.00;1.98;0
8;industrial_complex;2898.00;11.80;1517.00;3.19;0
8;industrial_complex;2902.00;10.98;1513.00;6.20;0
8;industrial_complex;2899.00;11.53;1516.00;2.59;0
8;industrial_complex;2900.00;10.80;1507.00;0.43;0
8;air_base;2898.00;11.63;1515.00;1.63;0
8;bunker;2899.00;11.80;1519.00;4.65;0
8;anti_air_building;2904.00;10.73;1508.00;1.03;0
8;anti_air_building;2900.00;11.48;1518.00;3.69;0
8;anti_air_building;2903.00;10.75;1508.00;1.54;0
